board,wall,uptime_ms,kind,reason,bssid,chan,rssi,value,note
heltec,2026-08-31 04:34:47,21121288,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0,live
heltec,2026-08-31 04:34:48,21121865,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4001,live
heltec,2026-08-31 04:34:50,21123817,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=1 ip=1,
heltec,2026-08-31 04:35:50,21183819,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=61 ip=1,
heltec,2026-08-31 04:36:50,21243822,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=121 ip=1,
heltec,2026-08-31 04:37:50,21303825,link,up,5A:AF:97:2E:2B:8B,3,-58,age_s=181 ip=1,
heltec,2026-08-31 04:38:50,21363826,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=241 ip=1,
heltec,2026-08-31 04:39:50,21423829,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=301 ip=1,
heltec,2026-08-31 04:40:50,21483831,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=361 ip=1,
heltec,2026-08-31 04:41:50,21543834,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=421 ip=1,
heltec,2026-08-31 04:42:50,21603838,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=481 ip=1,
heltec,2026-08-31 04:43:50,21663842,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=541 ip=1,
heltec,2026-08-31 04:44:45,21718734,drop,,,,,,
heltec,2026-08-31 04:44:45,21718736,disconnected,8:ASSOC_LEAVE,,,,,our drop
heltec,2026-08-31 04:44:45,21718736,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0,cached
heltec,2026-08-31 04:44:48,21722166,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0,live
heltec,2026-08-31 04:44:49,21722889,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4155,live
