board,wall,uptime_ms,kind,reason,bssid,chan,rssi,value,note
tdeck,2026-08-31 02:19:52,13026137,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=315 ip=1,
tdeck,2026-08-31 02:20:52,13086140,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=375 ip=1,
tdeck,2026-08-31 02:21:52,13146145,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=435 ip=1,
tdeck,2026-08-31 02:22:52,13206146,link,up,5A:AF:97:2E:2B:8B,3,-73,age_s=495 ip=1,
tdeck,2026-08-31 02:23:52,13266151,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=555 ip=1,
tdeck,2026-08-31 02:24:34,13307640,drop,,,,,,
tdeck,2026-08-31 02:24:34,13307641,disconnected,8:ASSOC_LEAVE,,,,,our drop
tdeck,2026-08-31 02:24:34,13307642,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-73,auth=7 phy=bgn pmf=0 wpa3=0,cached
tdeck,2026-08-31 02:24:37,13311091,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-74,auth=7 phy=bgn pmf=0 wpa3=0,live
tdeck,2026-08-31 02:24:38,13312110,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-73,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4470,live
tdeck,2026-08-31 02:24:52,13326154,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=14 ip=1,
tdeck,2026-08-31 02:25:52,13386156,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=74 ip=1,
tdeck,2026-08-31 02:26:52,13446157,link,up,5A:AF:97:2E:2B:8B,3,-73,age_s=134 ip=1,
tdeck,2026-08-31 02:27:52,13506161,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=194 ip=1,
tdeck,2026-08-31 02:28:52,13566163,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=254 ip=1,
tdeck,2026-08-31 02:29:52,13626166,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=314 ip=1,
tdeck,2026-08-31 02:30:52,13686167,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=374 ip=1,
tdeck,2026-08-31 02:31:52,13746169,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=434 ip=1,
tdeck,2026-08-31 02:32:52,13806174,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=494 ip=1,
tdeck,2026-08-31 02:33:52,13866179,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=554 ip=1,
tdeck,2026-08-31 02:34:35,13908425,drop,,,,,,
tdeck,2026-08-31 02:34:35,13908426,disconnected,8:ASSOC_LEAVE,,,,,our drop
tdeck,2026-08-31 02:34:35,13908427,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-73,auth=7 phy=bgn pmf=0 wpa3=0,cached
tdeck,2026-08-31 02:34:38,13911874,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-75,auth=7 phy=bgn pmf=0 wpa3=0,live
tdeck,2026-08-31 02:34:40,13913407,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-74,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4982,live
tdeck,2026-08-31 02:34:53,13926179,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=12 ip=1,
tdeck,2026-08-31 02:35:52,13986183,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=72 ip=1,
tdeck,2026-08-31 02:36:53,14046185,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=132 ip=1,
tdeck,2026-08-31 02:37:52,14106186,link,up,5A:AF:97:2E:2B:8B,3,-73,age_s=192 ip=1,
tdeck,2026-08-31 02:38:52,14166190,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=252 ip=1,
